Gene_Symbol,Probe_ID_GPL570,Probe_ID_GPL96,Mapping_Status,Platform_Source,Gene_Title,Mapping_Confidence
GENE_00262,probe_gpl570_00262,probe_gpl96_00262,Shared,GPL570 & GPL96,Gene 262,High
GENE_00263,probe_gpl570_00263,probe_gpl96_00263,Shared,GPL570 & GPL96,Gene 263,High
GENE_00264,probe_gpl570_00264,probe_gpl96_00264,Shared,GPL570 & GPL96,Gene 264,High
GENE_00265,probe_gpl570_00265,probe_gpl96_00265,Shared,GPL570 & GPL96,Gene 265,High
GENE_00266,probe_gpl570_00266,probe_gpl96_00266,Shared,GPL570 & GPL96,Gene 266,High
GENE_00267,probe_gpl570_00267,probe_gpl96_00267,Shared,GPL570 & GPL96,Gene 267,High
GENE_00268,probe_gpl570_00268,probe_gpl96_00268,Shared,GPL570 & GPL96,Gene 268,High
GENE_00269,probe_gpl570_00269,probe_gpl96_00269,Shared,GPL570 & GPL96,Gene 269,High
GENE_00270,probe_gpl570_00270,probe_gpl96_00270,Shared,GPL570 & GPL96,Gene 270,High
GENE_00271,probe_gpl570_00271,probe_gpl96_00271,Shared,GPL570 & GPL96,Gene 271,High
GENE_00272,probe_gpl570_00272,probe_gpl96_00272,Shared,GPL570 & GPL96,Gene 272,High
GENE_00273,probe_gpl570_00273,probe_gpl96_00273,Shared,GPL570 & GPL96,Gene 273,High
GENE_00274,probe_gpl570_00274,probe_gpl96_00274,Shared,GPL570 & GPL96,Gene 274,High
GENE_00275,probe_gpl570_00275,probe_gpl96_00275,Shared,GPL570 & GPL96,Gene 275,High
GENE_00276,probe_gpl570_00276,probe_gpl96_00276,Shared,GPL570 & GPL96,Gene 276,High
GENE_00277,probe_gpl570_00277,probe_gpl96_00277,Shared,GPL570 & GPL96,Gene 277,High
GENE_00278,probe_gpl570_00278,probe_gpl96_00278,Shared,GPL570 & GPL96,Gene 278,High
GENE_00279,probe_gpl570_00279,probe_gpl96_00279,Shared,GPL570 & GPL96,Gene 279,High
GENE_00280,probe_gpl570_00280,probe_gpl96_00280,Shared,GPL570 & GPL96,Gene 280,High
GENE_00281,probe_gpl570_00281,probe_gpl96_00281,Shared,GPL570 & GPL96,Gene 281,High
GENE_00282,probe_gpl570_00282,probe_gpl96_00282,Shared,GPL570 & GPL96,Gene 282,High
GENE_00283,probe_gpl570_00283,probe_gpl96_00283,Shared,GPL570 & GPL96,Gene 283,High
GENE_00284,probe_gpl570_00284,probe_gpl96_00284,Shared,GPL570 & GPL96,Gene 284,High
GENE_00285,probe_gpl570_00285,probe_gpl96_00285,Shared,GPL570 & GPL96,Gene 285,High
GENE_00286,probe_gpl570_00286,probe_gpl96_00286,Shared,GPL570 & GPL96,Gene 286,High
GENE_00287,probe_gpl570_00287,probe_gpl96_00287,Shared,GPL570 & GPL96,Gene 287,High
GENE_00288,probe_gpl570_00288,probe_gpl96_00288,Shared,GPL570 & GPL96,Gene 288,High
GENE_00289,probe_gpl570_00289,probe_gpl96_00289,Shared,GPL570 & GPL96,Gene 289,High
GENE_00290,probe_gpl570_00290,probe_gpl96_00290,Shared,GPL570 & GPL96,Gene 290,High
GENE_00291,probe_gpl570_00291,probe_gpl96_00291,Shared,GPL570 & GPL96,Gene 291,High
GENE_00292,probe_gpl570_00292,probe_gpl96_00292,Shared,GPL570 & GPL96,Gene 292,High
GENE_00293,probe_gpl570_00293,probe_gpl96_00293,Shared,GPL570 & GPL96,Gene 293,High
GENE_00294,probe_gpl570_00294,probe_gpl96_00294,Shared,GPL570 & GPL96,Gene 294,High
GENE_00295,probe_gpl570_00295,probe_gpl96_00295,Shared,GPL570 & GPL96,Gene 295,High
GENE_00296,probe_gpl570_00296,probe_gpl96_00296,Shared,GPL570 & GPL96,Gene 296,High
GENE_00297,probe_gpl570_00297,probe_gpl96_00297,Shared,GPL570 & GPL96,Gene 297,High
GENE_00298,probe_gpl570_00298,probe_gpl96_00298,Shared,GPL570 & GPL96,Gene 298,High
GENE_00299,probe_gpl570_00299,probe_gpl96_00299,Shared,GPL570 & GPL96,Gene 299,High
GENE_00300,probe_gpl570_00300,probe_gpl96_00300,Shared,GPL570 & GPL96,Gene 300,High
GENE_00301,probe_gpl570_00301,probe_gpl96_00301,Shared,GPL570 & GPL96,Gene 301,High
GENE_00302,probe_gpl570_00302,probe_gpl96_00302,Shared,GPL570 & GPL96,Gene 302,High
GENE_00303,probe_gpl570_00303,probe_gpl96_00303,Shared,GPL570 & GPL96,Gene 303,High
GENE_00304,probe_gpl570_00304,probe_gpl96_00304,Shared,GPL570 & GPL96,Gene 304,High
GENE_00305,probe_gpl570_00305,probe_gpl96_00305,Shared,GPL570 & GPL96,Gene 305,High
GENE_00306,probe_gpl570_00306,probe_gpl96_00306,Shared,GPL570 & GPL96,Gene 306,High
GENE_00307,probe_gpl570_00307,probe_gpl96_00307,Shared,GPL570 & GPL96,Gene 307,High
GENE_00308,probe_gpl570_00308,probe_gpl96_00308,Shared,GPL570 & GPL96,Gene 308,High
GENE_00309,probe_gpl570_00309,probe_gpl96_00309,Shared,GPL570 & GPL96,Gene 309,High
GENE_00310,probe_gpl570_00310,probe_gpl96_00310,Shared,GPL570 & GPL96,Gene 310,High
GENE_00311,probe_gpl570_00311,probe_gpl96_00311,Shared,GPL570 & GPL96,Gene 311,High
GENE_00312,probe_gpl570_00312,probe_gpl96_00312,Shared,GPL570 & GPL96,Gene 312,High
GENE_00313,probe_gpl570_00313,probe_gpl96_00313,Shared,GPL570 & GPL96,Gene 313,High
GENE_00314,probe_gpl570_00314,probe_gpl96_00314,Shared,GPL570 & GPL96,Gene 314,High
GENE_00315,probe_gpl570_00315,probe_gpl96_00315,Shared,GPL570 & GPL96,Gene 315,High
GENE_00316,probe_gpl570_00316,probe_gpl96_00316,Shared,GPL570 & GPL96,Gene 316,High
GENE_00317,probe_gpl570_00317,probe_gpl96_00317,Shared,GPL570 & GPL96,Gene 317,High
GENE_00318,probe_gpl570_00318,probe_gpl96_00318,Shared,GPL570 & GPL96,Gene 318,High
GENE_00319,probe_gpl570_00319,probe_gpl96_00319,Shared,GPL570 & GPL96,Gene 319,High
GENE_00320,probe_gpl570_00320,probe_gpl96_00320,Shared,GPL570 & GPL96,Gene 320,High
GENE_00321,probe_gpl570_00321,probe_gpl96_00321,Shared,GPL570 & GPL96,Gene 321,High
GENE_00322,probe_gpl570_00322,probe_gpl96_00322,Shared,GPL570 & GPL96,Gene 322,High
GENE_00323,probe_gpl570_00323,probe_gpl96_00323,Shared,GPL570 & GPL96,Gene 323,High
GENE_00324,probe_gpl570_00324,probe_gpl96_00324,Shared,GPL570 & GPL96,Gene 324,High
GENE_00325,probe_gpl570_00325,probe_gpl96_00325,Shared,GPL570 & GPL96,Gene 325,High
GENE_00326,probe_gpl570_00326,probe_gpl96_00326,Shared,GPL570 & GPL96,Gene 326,High
GENE_00327,probe_gpl570_00327,probe_gpl96_00327,Shared,GPL570 & GPL96,Gene 327,High
GENE_00328,probe_gpl570_00328,probe_gpl96_00328,Shared,GPL570 & GPL96,Gene 328,High
GENE_00329,probe_gpl570_00329,probe_gpl96_00329,Shared,GPL570 & GPL96,Gene 329,High
GENE_00330,probe_gpl570_00330,probe_gpl96_00330,Shared,GPL570 & GPL96,Gene 330,High
GENE_00331,probe_gpl570_00331,probe_gpl96_00331,Shared,GPL570 & GPL96,Gene 331,High
GENE_00332,probe_gpl570_00332,probe_gpl96_00332,Shared,GPL570 & GPL96,Gene 332,High
GENE_00333,probe_gpl570_00333,probe_gpl96_00333,Shared,GPL570 & GPL96,Gene 333,High
GENE_00334,probe_gpl570_00334,probe_gpl96_00334,Shared,GPL570 & GPL96,Gene 334,High
GENE_00335,probe_gpl570_00335,probe_gpl96_00335,Shared,GPL570 & GPL96,Gene 335,High
GENE_00336,probe_gpl570_00336,probe_gpl96_00336,Shared,GPL570 & GPL96,Gene 336,High
GENE_00337,probe_gpl570_00337,probe_gpl96_00337,Shared,GPL570 & GPL96,Gene 337,High
GENE_00338,probe_gpl570_00338,probe_gpl96_00338,Shared,GPL570 & GPL96,Gene 338,High
GENE_00339,probe_gpl570_00339,probe_gpl96_00339,Shared,GPL570 & GPL96,Gene 339,High
GENE_00340,probe_gpl570_00340,probe_gpl96_00340,Shared,GPL570 & GPL96,Gene 340,High
GENE_00341,probe_gpl570_00341,probe_gpl96_00341,Shared,GPL570 & GPL96,Gene 341,High
GENE_00342,probe_gpl570_00342,probe_gpl96_00342,Shared,GPL570 & GPL96,Gene 342,High
GENE_00343,probe_gpl570_00343,probe_gpl96_00343,Shared,GPL570 & GPL96,Gene 343,High
GENE_00344,probe_gpl570_00344,probe_gpl96_00344,Shared,GPL570 & GPL96,Gene 344,High
GENE_00345,probe_gpl570_00345,probe_gpl96_00345,Shared,GPL570 & GPL96,Gene 345,High
GENE_00346,probe_gpl570_00346,probe_gpl96_00346,Shared,GPL570 & GPL96,Gene 346,High
GENE_00347,probe_gpl570_00347,probe_gpl96_00347,Shared,GPL570 & GPL96,Gene 347,High
GENE_00348,probe_gpl570_00348,probe_gpl96_00348,Shared,GPL570 & GPL96,Gene 348,High
GENE_00349,probe_gpl570_00349,probe_gpl96_00349,Shared,GPL570 & GPL96,Gene 349,High
GENE_00350,probe_gpl570_00350,probe_gpl96_00350,Shared,GPL570 & GPL96,Gene 350,High
GENE_00351,probe_gpl570_00351,probe_gpl96_00351,Shared,GPL570 & GPL96,Gene 351,High
GENE_00352,probe_gpl570_00352,probe_gpl96_00352,Shared,GPL570 & GPL96,Gene 352,High
GENE_00353,probe_gpl570_00353,probe_gpl96_00353,Shared,GPL570 & GPL96,Gene 353,High
GENE_00354,probe_gpl570_00354,probe_gpl96_00354,Shared,GPL570 & GPL96,Gene 354,High
GENE_00355,probe_gpl570_00355,probe_gpl96_00355,Shared,GPL570 & GPL96,Gene 355,High
GENE_00356,probe_gpl570_00356,probe_gpl96_00356,Shared,GPL570 & GPL96,Gene 356,High
GENE_00357,probe_gpl570_00357,probe_gpl96_00357,Shared,GPL570 & GPL96,Gene 357,High
GENE_00358,probe_gpl570_00358,probe_gpl96_00358,Shared,GPL570 & GPL96,Gene 358,High
GENE_00359,probe_gpl570_00359,probe_gpl96_00359,Shared,GPL570 & GPL96,Gene 359,High
GENE_00360,probe_gpl570_00360,probe_gpl96_00360,Shared,GPL570 & GPL96,Gene 360,High
GENE_00361,probe_gpl570_00361,probe_gpl96_00361,Shared,GPL570 & GPL96,Gene 361,High
GENE_00362,probe_gpl570_00362,probe_gpl96_00362,Shared,GPL570 & GPL96,Gene 362,High
GENE_00363,probe_gpl570_00363,probe_gpl96_00363,Shared,GPL570 & GPL96,Gene 363,High
GENE_00364,probe_gpl570_00364,probe_gpl96_00364,Shared,GPL570 & GPL96,Gene 364,High
GENE_00365,probe_gpl570_00365,probe_gpl96_00365,Shared,GPL570 & GPL96,Gene 365,High
GENE_00366,probe_gpl570_00366,probe_gpl96_00366,Shared,GPL570 & GPL96,Gene 366,High
GENE_00367,probe_gpl570_00367,probe_gpl96_00367,Shared,GPL570 & GPL96,Gene 367,High
GENE_00368,probe_gpl570_00368,probe_gpl96_00368,Shared,GPL570 & GPL96,Gene 368,High
GENE_00369,probe_gpl570_00369,probe_gpl96_00369,Shared,GPL570 & GPL96,Gene 369,High
GENE_00370,probe_gpl570_00370,probe_gpl96_00370,Shared,GPL570 & GPL96,Gene 370,High
GENE_00371,probe_gpl570_00371,probe_gpl96_00371,Shared,GPL570 & GPL96,Gene 371,High
GENE_00372,probe_gpl570_00372,probe_gpl96_00372,Shared,GPL570 & GPL96,Gene 372,High
GENE_00373,probe_gpl570_00373,probe_gpl96_00373,Shared,GPL570 & GPL96,Gene 373,High
GENE_00374,probe_gpl570_00374,probe_gpl96_00374,Shared,GPL570 & GPL96,Gene 374,High
GENE_00375,probe_gpl570_00375,probe_gpl96_00375,Shared,GPL570 & GPL96,Gene 375,High
GENE_00376,probe_gpl570_00376,probe_gpl96_00376,Shared,GPL570 & GPL96,Gene 376,High
GENE_00377,probe_gpl570_00377,probe_gpl96_00377,Shared,GPL570 & GPL96,Gene 377,High
GENE_00378,probe_gpl570_00378,probe_gpl96_00378,Shared,GPL570 & GPL96,Gene 378,High
GENE_00379,probe_gpl570_00379,probe_gpl96_00379,Shared,GPL570 & GPL96,Gene 379,High
GENE_00380,probe_gpl570_00380,probe_gpl96_00380,Shared,GPL570 & GPL96,Gene 380,High
GENE_00381,probe_gpl570_00381,probe_gpl96_00381,Shared,GPL570 & GPL96,Gene 381,High
GENE_00382,probe_gpl570_00382,probe_gpl96_00382,Shared,GPL570 & GPL96,Gene 382,High
GENE_00383,probe_gpl570_00383,probe_gpl96_00383,Shared,GPL570 & GPL96,Gene 383,High
GENE_00384,probe_gpl570_00384,probe_gpl96_00384,Shared,GPL570 & GPL96,Gene 384,High
GENE_00385,probe_gpl570_00385,probe_gpl96_00385,Shared,GPL570 & GPL96,Gene 385,High
GENE_00386,probe_gpl570_00386,probe_gpl96_00386,Shared,GPL570 & GPL96,Gene 386,High
GENE_00387,probe_gpl570_00387,probe_gpl96_00387,Shared,GPL570 & GPL96,Gene 387,High
GENE_00388,probe_gpl570_00388,probe_gpl96_00388,Shared,GPL570 & GPL96,Gene 388,High
GENE_00389,probe_gpl570_00389,probe_gpl96_00389,Shared,GPL570 & GPL96,Gene 389,High
GENE_00390,probe_gpl570_00390,probe_gpl96_00390,Shared,GPL570 & GPL96,Gene 390,High
GENE_00391,probe_gpl570_00391,probe_gpl96_00391,Shared,GPL570 & GPL96,Gene 391,High
GENE_00392,probe_gpl570_00392,probe_gpl96_00392,Shared,GPL570 & GPL96,Gene 392,High
GENE_00393,probe_gpl570_00393,probe_gpl96_00393,Shared,GPL570 & GPL96,Gene 393,High
GENE_00394,probe_gpl570_00394,probe_gpl96_00394,Shared,GPL570 & GPL96,Gene 394,High
GENE_00395,probe_gpl570_00395,probe_gpl96_00395,Shared,GPL570 & GPL96,Gene 395,High
GENE_00396,probe_gpl570_00396,probe_gpl96_00396,Shared,GPL570 & GPL96,Gene 396,High
GENE_00397,probe_gpl570_00397,probe_gpl96_00397,Shared,GPL570 & GPL96,Gene 397,High
GENE_00398,probe_gpl570_00398,probe_gpl96_00398,Shared,GPL570 & GPL96,Gene 398,High
GENE_00399,probe_gpl570_00399,probe_gpl96_00399,Shared,GPL570 & GPL96,Gene 399,High
GENE_00400,probe_gpl570_00400,probe_gpl96_00400,Shared,GPL570 & GPL96,Gene 400,High
GENE_00401,probe_gpl570_00401,probe_gpl96_00401,Shared,GPL570 & GPL96,Gene 401,High
GENE_00402,probe_gpl570_00402,probe_gpl96_00402,Shared,GPL570 & GPL96,Gene 402,High
GENE_00403,probe_gpl570_00403,probe_gpl96_00403,Shared,GPL570 & GPL96,Gene 403,High
GENE_00404,probe_gpl570_00404,probe_gpl96_00404,Shared,GPL570 & GPL96,Gene 404,High
GENE_00405,probe_gpl570_00405,probe_gpl96_00405,Shared,GPL570 & GPL96,Gene 405,High
GENE_00406,probe_gpl570_00406,probe_gpl96_00406,Shared,GPL570 & GPL96,Gene 406,High
GENE_00407,probe_gpl570_00407,probe_gpl96_00407,Shared,GPL570 & GPL96,Gene 407,High
GENE_00408,probe_gpl570_00408,probe_gpl96_00408,Shared,GPL570 & GPL96,Gene 408,High
GENE_00409,probe_gpl570_00409,probe_gpl96_00409,Shared,GPL570 & GPL96,Gene 409,High
GENE_00410,probe_gpl570_00410,probe_gpl96_00410,Shared,GPL570 & GPL96,Gene 410,High
GENE_00411,probe_gpl570_00411,probe_gpl96_00411,Shared,GPL570 & GPL96,Gene 411,High
GENE_00412,probe_gpl570_00412,probe_gpl96_00412,Shared,GPL570 & GPL96,Gene 412,High
GENE_00413,probe_gpl570_00413,probe_gpl96_00413,Shared,GPL570 & GPL96,Gene 413,High
GENE_00414,probe_gpl570_00414,probe_gpl96_00414,Shared,GPL570 & GPL96,Gene 414,High
GENE_00415,probe_gpl570_00415,probe_gpl96_00415,Shared,GPL570 & GPL96,Gene 415,High
GENE_00416,probe_gpl570_00416,probe_gpl96_00416,Shared,GPL570 & GPL96,Gene 416,High
GENE_00417,probe_gpl570_00417,probe_gpl96_00417,Shared,GPL570 & GPL96,Gene 417,High
GENE_00418,probe_gpl570_00418,probe_gpl96_00418,Shared,GPL570 & GPL96,Gene 418,High
GENE_00419,probe_gpl570_00419,probe_gpl96_00419,Shared,GPL570 & GPL96,Gene 419,High
GENE_00420,probe_gpl570_00420,probe_gpl96_00420,Shared,GPL570 & GPL96,Gene 420,High
GENE_00421,probe_gpl570_00421,probe_gpl96_00421,Shared,GPL570 & GPL96,Gene 421,High
GENE_00422,probe_gpl570_00422,probe_gpl96_00422,Shared,GPL570 & GPL96,Gene 422,High
GENE_00423,probe_gpl570_00423,probe_gpl96_00423,Shared,GPL570 & GPL96,Gene 423,High
GENE_00424,probe_gpl570_00424,probe_gpl96_00424,Shared,GPL570 & GPL96,Gene 424,High
GENE_00425,probe_gpl570_00425,probe_gpl96_00425,Shared,GPL570 & GPL96,Gene 425,High
GENE_00426,probe_gpl570_00426,probe_gpl96_00426,Shared,GPL570 & GPL96,Gene 426,High
GENE_00427,probe_gpl570_00427,probe_gpl96_00427,Shared,GPL570 & GPL96,Gene 427,High
GENE_00428,probe_gpl570_00428,probe_gpl96_00428,Shared,GPL570 & GPL96,Gene 428,High
GENE_00429,probe_gpl570_00429,probe_gpl96_00429,Shared,GPL570 & GPL96,Gene 429,High
GENE_00430,probe_gpl570_00430,probe_gpl96_00430,Shared,GPL570 & GPL96,Gene 430,High
GENE_00431,probe_gpl570_00431,probe_gpl96_00431,Shared,GPL570 & GPL96,Gene 431,High
GENE_00432,probe_gpl570_00432,probe_gpl96_00432,Shared,GPL570 & GPL96,Gene 432,High
GENE_00433,probe_gpl570_00433,probe_gpl96_00433,Shared,GPL570 & GPL96,Gene 433,High
GENE_00434,probe_gpl570_00434,probe_gpl96_00434,Shared,GPL570 & GPL96,Gene 434,High
GENE_00435,probe_gpl570_00435,probe_gpl96_00435,Shared,GPL570 & GPL96,Gene 435,High
GENE_00436,probe_gpl570_00436,probe_gpl96_00436,Shared,GPL570 & GPL96,Gene 436,High
GENE_00437,probe_gpl570_00437,probe_gpl96_00437,Shared,GPL570 & GPL96,Gene 437,High
GENE_00438,probe_gpl570_00438,probe_gpl96_00438,Shared,GPL570 & GPL96,Gene 438,High
GENE_00439,probe_gpl570_00439,probe_gpl96_00439,Shared,GPL570 & GPL96,Gene 439,High
GENE_00440,probe_gpl570_00440,probe_gpl96_00440,Shared,GPL570 & GPL96,Gene 440,High
GENE_00441,probe_gpl570_00441,probe_gpl96_00441,Shared,GPL570 & GPL96,Gene 441,High
GENE_00442,probe_gpl570_00442,probe_gpl96_00442,Shared,GPL570 & GPL96,Gene 442,High
GENE_00443,probe_gpl570_00443,probe_gpl96_00443,Shared,GPL570 & GPL96,Gene 443,High
GENE_00444,probe_gpl570_00444,probe_gpl96_00444,Shared,GPL570 & GPL96,Gene 444,High
GENE_00445,probe_gpl570_00445,probe_gpl96_00445,Shared,GPL570 & GPL96,Gene 445,High
GENE_00446,probe_gpl570_00446,probe_gpl96_00446,Shared,GPL570 & GPL96,Gene 446,High
GENE_00447,probe_gpl570_00447,probe_gpl96_00447,Shared,GPL570 & GPL96,Gene 447,High
GENE_00448,probe_gpl570_00448,probe_gpl96_00448,Shared,GPL570 & GPL96,Gene 448,High
GENE_00449,probe_gpl570_00449,probe_gpl96_00449,Shared,GPL570 & GPL96,Gene 449,High
GENE_00450,probe_gpl570_00450,probe_gpl96_00450,Shared,GPL570 & GPL96,Gene 450,High
GENE_00451,probe_gpl570_00451,probe_gpl96_00451,Shared,GPL570 & GPL96,Gene 451,High
GENE_00452,probe_gpl570_00452,probe_gpl96_00452,Shared,GPL570 & GPL96,Gene 452,High
GENE_00453,probe_gpl570_00453,probe_gpl96_00453,Shared,GPL570 & GPL96,Gene 453,High
GENE_00454,probe_gpl570_00454,probe_gpl96_00454,Shared,GPL570 & GPL96,Gene 454,High
GENE_00455,probe_gpl570_00455,probe_gpl96_00455,Shared,GPL570 & GPL96,Gene 455,High
GENE_00456,probe_gpl570_00456,probe_gpl96_00456,Shared,GPL570 & GPL96,Gene 456,High
GENE_00457,probe_gpl570_00457,probe_gpl96_00457,Shared,GPL570 & GPL96,Gene 457,High
GENE_00458,probe_gpl570_00458,probe_gpl96_00458,Shared,GPL570 & GPL96,Gene 458,High
GENE_00459,probe_gpl570_00459,probe_gpl96_00459,Shared,GPL570 & GPL96,Gene 459,High
GENE_00460,probe_gpl570_00460,probe_gpl96_00460,Shared,GPL570 & GPL96,Gene 460,High
GENE_00461,probe_gpl570_00461,probe_gpl96_00461,Shared,GPL570 & GPL96,Gene 461,High
GENE_00462,probe_gpl570_00462,probe_gpl96_00462,Shared,GPL570 & GPL96,Gene 462,High
GENE_00463,probe_gpl570_00463,probe_gpl96_00463,Shared,GPL570 & GPL96,Gene 463,High
GENE_00464,probe_gpl570_00464,probe_gpl96_00464,Shared,GPL570 & GPL96,Gene 464,High
GENE_00465,probe_gpl570_00465,probe_gpl96_00465,Shared,GPL570 & GPL96,Gene 465,High
GENE_00466,probe_gpl570_00466,probe_gpl96_00466,Shared,GPL570 & GPL96,Gene 466,High
GENE_00467,probe_gpl570_00467,probe_gpl96_00467,Shared,GPL570 & GPL96,Gene 467,High
GENE_00468,probe_gpl570_00468,probe_gpl96_00468,Shared,GPL570 & GPL96,Gene 468,High
GENE_00469,probe_gpl570_00469,probe_gpl96_00469,Shared,GPL570 & GPL96,Gene 469,High
GENE_00470,probe_gpl570_00470,probe_gpl96_00470,Shared,GPL570 & GPL96,Gene 470,High
GENE_00471,probe_gpl570_00471,probe_gpl96_00471,Shared,GPL570 & GPL96,Gene 471,High
GENE_00472,probe_gpl570_00472,probe_gpl96_00472,Shared,GPL570 & GPL96,Gene 472,High
GENE_00473,probe_gpl570_00473,probe_gpl96_00473,Shared,GPL570 & GPL96,Gene 473,High
GENE_00474,probe_gpl570_00474,probe_gpl96_00474,Shared,GPL570 & GPL96,Gene 474,High
GENE_00475,probe_gpl570_00475,probe_gpl96_00475,Shared,GPL570 & GPL96,Gene 475,High
GENE_00476,probe_gpl570_00476,probe_gpl96_00476,Shared,GPL570 & GPL96,Gene 476,High
GENE_00477,probe_gpl570_00477,probe_gpl96_00477,Shared,GPL570 & GPL96,Gene 477,High
GENE_00478,probe_gpl570_00478,probe_gpl96_00478,Shared,GPL570 & GPL96,Gene 478,High
GENE_00479,probe_gpl570_00479,probe_gpl96_00479,Shared,GPL570 & GPL96,Gene 479,High
GENE_00480,probe_gpl570_00480,probe_gpl96_00480,Shared,GPL570 & GPL96,Gene 480,High
GENE_00481,probe_gpl570_00481,probe_gpl96_00481,Shared,GPL570 & GPL96,Gene 481,High
GENE_00482,probe_gpl570_00482,probe_gpl96_00482,Shared,GPL570 & GPL96,Gene 482,High
GENE_00483,probe_gpl570_00483,probe_gpl96_00483,Shared,GPL570 & GPL96,Gene 483,High
GENE_00484,probe_gpl570_00484,probe_gpl96_00484,Shared,GPL570 & GPL96,Gene 484,High
GENE_00485,probe_gpl570_00485,probe_gpl96_00485,Shared,GPL570 & GPL96,Gene 485,High
GENE_00486,probe_gpl570_00486,probe_gpl96_00486,Shared,GPL570 & GPL96,Gene 486,High
GENE_00487,probe_gpl570_00487,probe_gpl96_00487,Shared,GPL570 & GPL96,Gene 487,High
GENE_00488,probe_gpl570_00488,probe_gpl96_00488,Shared,GPL570 & GPL96,Gene 488,High
GENE_00489,probe_gpl570_00489,probe_gpl96_00489,Shared,GPL570 & GPL96,Gene 489,High
GENE_00490,probe_gpl570_00490,probe_gpl96_00490,Shared,GPL570 & GPL96,Gene 490,High
GENE_00491,probe_gpl570_00491,probe_gpl96_00491,Shared,GPL570 & GPL96,Gene 491,High
GENE_00492,probe_gpl570_00492,probe_gpl96_00492,Shared,GPL570 & GPL96,Gene 492,High
GENE_00493,probe_gpl570_00493,probe_gpl96_00493,Shared,GPL570 & GPL96,Gene 493,High
GENE_00494,probe_gpl570_00494,probe_gpl96_00494,Shared,GPL570 & GPL96,Gene 494,High
GENE_00495,probe_gpl570_00495,probe_gpl96_00495,Shared,GPL570 & GPL96,Gene 495,High
GENE_00496,probe_gpl570_00496,probe_gpl96_00496,Shared,GPL570 & GPL96,Gene 496,High
GENE_00497,probe_gpl570_00497,probe_gpl96_00497,Shared,GPL570 & GPL96,Gene 497,High
GENE_00498,probe_gpl570_00498,probe_gpl96_00498,Shared,GPL570 & GPL96,Gene 498,High
GENE_00499,probe_gpl570_00499,probe_gpl96_00499,Shared,GPL570 & GPL96,Gene 499,High
GENE_00500,probe_gpl570_00500,probe_gpl96_00500,Shared,GPL570 & GPL96,Gene 500,High
GENE_00501,probe_gpl570_00501,probe_gpl96_00501,Shared,GPL570 & GPL96,Gene 501,High
GENE_00502,probe_gpl570_00502,probe_gpl96_00502,Shared,GPL570 & GPL96,Gene 502,High
GENE_00503,probe_gpl570_00503,probe_gpl96_00503,Shared,GPL570 & GPL96,Gene 503,High
GENE_00504,probe_gpl570_00504,probe_gpl96_00504,Shared,GPL570 & GPL96,Gene 504,High
GENE_00505,probe_gpl570_00505,probe_gpl96_00505,Shared,GPL570 & GPL96,Gene 505,High
GENE_00506,probe_gpl570_00506,probe_gpl96_00506,Shared,GPL570 & GPL96,Gene 506,High
GENE_00507,probe_gpl570_00507,probe_gpl96_00507,Shared,GPL570 & GPL96,Gene 507,High
GENE_00508,probe_gpl570_00508,probe_gpl96_00508,Shared,GPL570 & GPL96,Gene 508,High
GENE_00509,probe_gpl570_00509,probe_gpl96_00509,Shared,GPL570 & GPL96,Gene 509,High
GENE_00510,probe_gpl570_00510,probe_gpl96_00510,Shared,GPL570 & GPL96,Gene 510,High
GENE_00511,probe_gpl570_00511,probe_gpl96_00511,Shared,GPL570 & GPL96,Gene 511,High
GENE_00512,probe_gpl570_00512,probe_gpl96_00512,Shared,GPL570 & GPL96,Gene 512,High
GENE_00513,probe_gpl570_00513,probe_gpl96_00513,Shared,GPL570 & GPL96,Gene 513,High
GENE_00514,probe_gpl570_00514,probe_gpl96_00514,Shared,GPL570 & GPL96,Gene 514,High
GENE_00515,probe_gpl570_00515,probe_gpl96_00515,Shared,GPL570 & GPL96,Gene 515,High
GENE_00516,probe_gpl570_00516,probe_gpl96_00516,Shared,GPL570 & GPL96,Gene 516,High
GENE_00517,probe_gpl570_00517,probe_gpl96_00517,Shared,GPL570 & GPL96,Gene 517,High
GENE_00518,probe_gpl570_00518,probe_gpl96_00518,Shared,GPL570 & GPL96,Gene 518,High
GENE_00519,probe_gpl570_00519,probe_gpl96_00519,Shared,GPL570 & GPL96,Gene 519,High
GENE_00520,probe_gpl570_00520,probe_gpl96_00520,Shared,GPL570 & GPL96,Gene 520,High
GENE_00521,probe_gpl570_00521,probe_gpl96_00521,Shared,GPL570 & GPL96,Gene 521,High
GENE_00522,probe_gpl570_00522,probe_gpl96_00522,Shared,GPL570 & GPL96,Gene 522,High
GENE_00523,probe_gpl570_00523,probe_gpl96_00523,Shared,GPL570 & GPL96,Gene 523,High
GENE_00524,probe_gpl570_00524,probe_gpl96_00524,Shared,GPL570 & GPL96,Gene 524,High
GENE_00525,probe_gpl570_00525,probe_gpl96_00525,Shared,GPL570 & GPL96,Gene 525,High
GENE_00526,probe_gpl570_00526,probe_gpl96_00526,Shared,GPL570 & GPL96,Gene 526,High
GENE_00527,probe_gpl570_00527,probe_gpl96_00527,Shared,GPL570 & GPL96,Gene 527,High
GENE_00528,probe_gpl570_00528,probe_gpl96_00528,Shared,GPL570 & GPL96,Gene 528,High
